本地完整归档相对路径,文件名,类别,大小_MB,GitHub状态
03_视频目录/shard01_原始视频_472/ovb0895_consisid_official_vbench_v1_0.mp4,ovb0895_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.324,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0897_consisid_official_vbench_v1_0.mp4,ovb0897_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.189,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0899_consisid_official_vbench_v1_0.mp4,ovb0899_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.210,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0901_consisid_official_vbench_v1_0.mp4,ovb0901_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.319,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0903_consisid_official_vbench_v1_0.mp4,ovb0903_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.244,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0905_consisid_official_vbench_v1_0.mp4,ovb0905_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.187,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0907_consisid_official_vbench_v1_0.mp4,ovb0907_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.131,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0909_consisid_official_vbench_v1_0.mp4,ovb0909_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.556,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0911_consisid_official_vbench_v1_0.mp4,ovb0911_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.195,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0913_consisid_official_vbench_v1_0.mp4,ovb0913_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.108,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0915_consisid_official_vbench_v1_0.mp4,ovb0915_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.159,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0917_consisid_official_vbench_v1_0.mp4,ovb0917_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.122,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0919_consisid_official_vbench_v1_0.mp4,ovb0919_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.217,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0921_consisid_official_vbench_v1_0.mp4,ovb0921_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.318,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0923_consisid_official_vbench_v1_0.mp4,ovb0923_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.179,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0925_consisid_official_vbench_v1_0.mp4,ovb0925_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.217,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0927_consisid_official_vbench_v1_0.mp4,ovb0927_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.392,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0929_consisid_official_vbench_v1_0.mp4,ovb0929_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.259,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0931_consisid_official_vbench_v1_0.mp4,ovb0931_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.329,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0933_consisid_official_vbench_v1_0.mp4,ovb0933_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.298,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0935_consisid_official_vbench_v1_0.mp4,ovb0935_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.361,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0937_consisid_official_vbench_v1_0.mp4,ovb0937_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.787,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0939_consisid_official_vbench_v1_0.mp4,ovb0939_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.527,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0941_consisid_official_vbench_v1_0.mp4,ovb0941_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.192,未上传，仅在本地完整归档中保留
03_视频目录/shard01_原始视频_472/ovb0943_consisid_official_vbench_v1_0.mp4,ovb0943_consisid_official_vbench_v1_0.mp4,shard01_原始视频_472,0.380,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0002_consisid_official_vbench_v1_0.mp4,ovb0002_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.580,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0004_consisid_official_vbench_v1_0.mp4,ovb0004_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.606,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0006_consisid_official_vbench_v1_0.mp4,ovb0006_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.537,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0008_consisid_official_vbench_v1_0.mp4,ovb0008_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.149,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0010_consisid_official_vbench_v1_0.mp4,ovb0010_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.397,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0012_consisid_official_vbench_v1_0.mp4,ovb0012_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.795,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0014_consisid_official_vbench_v1_0.mp4,ovb0014_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.377,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0016_consisid_official_vbench_v1_0.mp4,ovb0016_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.565,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0018_consisid_official_vbench_v1_0.mp4,ovb0018_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.320,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0020_consisid_official_vbench_v1_0.mp4,ovb0020_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.300,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0022_consisid_official_vbench_v1_0.mp4,ovb0022_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.238,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0024_consisid_official_vbench_v1_0.mp4,ovb0024_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.358,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0026_consisid_official_vbench_v1_0.mp4,ovb0026_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.192,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0028_consisid_official_vbench_v1_0.mp4,ovb0028_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.228,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0030_consisid_official_vbench_v1_0.mp4,ovb0030_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.237,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0032_consisid_official_vbench_v1_0.mp4,ovb0032_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.250,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0034_consisid_official_vbench_v1_0.mp4,ovb0034_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.762,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0036_consisid_official_vbench_v1_0.mp4,ovb0036_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.512,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0038_consisid_official_vbench_v1_0.mp4,ovb0038_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.204,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0040_consisid_official_vbench_v1_0.mp4,ovb0040_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.326,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0042_consisid_official_vbench_v1_0.mp4,ovb0042_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.343,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0044_consisid_official_vbench_v1_0.mp4,ovb0044_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.379,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0046_consisid_official_vbench_v1_0.mp4,ovb0046_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.372,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0048_consisid_official_vbench_v1_0.mp4,ovb0048_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.609,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0050_consisid_official_vbench_v1_0.mp4,ovb0050_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.257,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0052_consisid_official_vbench_v1_0.mp4,ovb0052_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.327,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0054_consisid_official_vbench_v1_0.mp4,ovb0054_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.208,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0056_consisid_official_vbench_v1_0.mp4,ovb0056_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.578,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0058_consisid_official_vbench_v1_0.mp4,ovb0058_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.387,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0060_consisid_official_vbench_v1_0.mp4,ovb0060_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.357,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0062_consisid_official_vbench_v1_0.mp4,ovb0062_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.283,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0064_consisid_official_vbench_v1_0.mp4,ovb0064_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.388,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0066_consisid_official_vbench_v1_0.mp4,ovb0066_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.257,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0068_consisid_official_vbench_v1_0.mp4,ovb0068_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.176,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0070_consisid_official_vbench_v1_0.mp4,ovb0070_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.732,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0072_consisid_official_vbench_v1_0.mp4,ovb0072_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,1.044,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0074_consisid_official_vbench_v1_0.mp4,ovb0074_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.692,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0076_consisid_official_vbench_v1_0.mp4,ovb0076_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.402,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0078_consisid_official_vbench_v1_0.mp4,ovb0078_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.715,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0080_consisid_official_vbench_v1_0.mp4,ovb0080_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.448,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0082_consisid_official_vbench_v1_0.mp4,ovb0082_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.749,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0084_consisid_official_vbench_v1_0.mp4,ovb0084_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.604,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0086_consisid_official_vbench_v1_0.mp4,ovb0086_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.239,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0088_consisid_official_vbench_v1_0.mp4,ovb0088_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.352,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0090_consisid_official_vbench_v1_0.mp4,ovb0090_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.453,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0092_consisid_official_vbench_v1_0.mp4,ovb0092_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.228,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0094_consisid_official_vbench_v1_0.mp4,ovb0094_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.236,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0096_consisid_official_vbench_v1_0.mp4,ovb0096_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.277,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0098_consisid_official_vbench_v1_0.mp4,ovb0098_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.363,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0100_consisid_official_vbench_v1_0.mp4,ovb0100_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.289,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0102_consisid_official_vbench_v1_0.mp4,ovb0102_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.529,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0104_consisid_official_vbench_v1_0.mp4,ovb0104_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.872,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0106_consisid_official_vbench_v1_0.mp4,ovb0106_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.654,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0108_consisid_official_vbench_v1_0.mp4,ovb0108_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.653,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0110_consisid_official_vbench_v1_0.mp4,ovb0110_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.260,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0112_consisid_official_vbench_v1_0.mp4,ovb0112_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.588,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0114_consisid_official_vbench_v1_0.mp4,ovb0114_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.319,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0116_consisid_official_vbench_v1_0.mp4,ovb0116_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.628,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0118_consisid_official_vbench_v1_0.mp4,ovb0118_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.476,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0120_consisid_official_vbench_v1_0.mp4,ovb0120_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.510,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0122_consisid_official_vbench_v1_0.mp4,ovb0122_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.266,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0124_consisid_official_vbench_v1_0.mp4,ovb0124_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.131,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0126_consisid_official_vbench_v1_0.mp4,ovb0126_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.643,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0128_consisid_official_vbench_v1_0.mp4,ovb0128_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.358,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0130_consisid_official_vbench_v1_0.mp4,ovb0130_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.319,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0132_consisid_official_vbench_v1_0.mp4,ovb0132_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.326,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0134_consisid_official_vbench_v1_0.mp4,ovb0134_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.307,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0136_consisid_official_vbench_v1_0.mp4,ovb0136_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.208,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0138_consisid_official_vbench_v1_0.mp4,ovb0138_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.205,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0140_consisid_official_vbench_v1_0.mp4,ovb0140_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.262,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0142_consisid_official_vbench_v1_0.mp4,ovb0142_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.261,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0144_consisid_official_vbench_v1_0.mp4,ovb0144_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.378,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0146_consisid_official_vbench_v1_0.mp4,ovb0146_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.246,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0148_consisid_official_vbench_v1_0.mp4,ovb0148_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.416,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0150_consisid_official_vbench_v1_0.mp4,ovb0150_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.241,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0152_consisid_official_vbench_v1_0.mp4,ovb0152_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.653,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0154_consisid_official_vbench_v1_0.mp4,ovb0154_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.446,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0156_consisid_official_vbench_v1_0.mp4,ovb0156_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.279,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0158_consisid_official_vbench_v1_0.mp4,ovb0158_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.640,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0160_consisid_official_vbench_v1_0.mp4,ovb0160_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.491,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0162_consisid_official_vbench_v1_0.mp4,ovb0162_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.373,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0164_consisid_official_vbench_v1_0.mp4,ovb0164_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.419,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0166_consisid_official_vbench_v1_0.mp4,ovb0166_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.466,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0168_consisid_official_vbench_v1_0.mp4,ovb0168_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,1.152,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0170_consisid_official_vbench_v1_0.mp4,ovb0170_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.686,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0172_consisid_official_vbench_v1_0.mp4,ovb0172_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.445,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0174_consisid_official_vbench_v1_0.mp4,ovb0174_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.452,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0176_consisid_official_vbench_v1_0.mp4,ovb0176_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,1.152,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0178_consisid_official_vbench_v1_0.mp4,ovb0178_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.360,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0180_consisid_official_vbench_v1_0.mp4,ovb0180_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.372,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0182_consisid_official_vbench_v1_0.mp4,ovb0182_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.340,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0184_consisid_official_vbench_v1_0.mp4,ovb0184_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.231,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0186_consisid_official_vbench_v1_0.mp4,ovb0186_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.674,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0188_consisid_official_vbench_v1_0.mp4,ovb0188_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.331,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0190_consisid_official_vbench_v1_0.mp4,ovb0190_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.290,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0192_consisid_official_vbench_v1_0.mp4,ovb0192_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.417,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0194_consisid_official_vbench_v1_0.mp4,ovb0194_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.304,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0196_consisid_official_vbench_v1_0.mp4,ovb0196_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.560,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0198_consisid_official_vbench_v1_0.mp4,ovb0198_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.338,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0200_consisid_official_vbench_v1_0.mp4,ovb0200_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.365,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0202_consisid_official_vbench_v1_0.mp4,ovb0202_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.758,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0204_consisid_official_vbench_v1_0.mp4,ovb0204_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.675,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0206_consisid_official_vbench_v1_0.mp4,ovb0206_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.471,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0208_consisid_official_vbench_v1_0.mp4,ovb0208_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.564,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0210_consisid_official_vbench_v1_0.mp4,ovb0210_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.560,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0212_consisid_official_vbench_v1_0.mp4,ovb0212_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.364,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0214_consisid_official_vbench_v1_0.mp4,ovb0214_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.417,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0216_consisid_official_vbench_v1_0.mp4,ovb0216_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.482,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0218_consisid_official_vbench_v1_0.mp4,ovb0218_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.406,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0220_consisid_official_vbench_v1_0.mp4,ovb0220_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.415,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0222_consisid_official_vbench_v1_0.mp4,ovb0222_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.565,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0224_consisid_official_vbench_v1_0.mp4,ovb0224_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.194,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0226_consisid_official_vbench_v1_0.mp4,ovb0226_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.249,未上传，仅在本地完整归档中保留
03_视频目录/shard02_原始视频_472/ovb0228_consisid_official_vbench_v1_0.mp4,ovb0228_consisid_official_vbench_v1_0.mp4,shard02_原始视频_472,0.618,未上传，仅在本地完整归档中保留
