"FullName","Length","LastWriteTime"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mpa\2022-07-26\paginators-1.json","1049","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mpa\2022-07-26\service-2.json.gz","10061","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mpa\2022-07-26\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mq\2017-11-27\endpoint-rule-set-1.json.gz","1145","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mq\2017-11-27\paginators-1.json","373","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mq\2017-11-27\service-2.json.gz","15317","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mturk\2017-01-17\endpoint-rule-set-1.json.gz","1217","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mturk\2017-01-17\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mturk\2017-01-17\paginators-1.json","1591","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mturk\2017-01-17\service-2.json.gz","19770","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa\2020-07-01\endpoint-rule-set-1.json.gz","1149","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa\2020-07-01\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa\2020-07-01\paginators-1.json","195","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa\2020-07-01\service-2.json.gz","11871","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa-serverless\2024-07-26\endpoint-rule-set-1.json.gz","841","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa-serverless\2024-07-26\paginators-1.json","709","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa-serverless\2024-07-26\service-2.json.gz","10217","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\mwaa-serverless\2024-07-26\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\endpoint-rule-set-1.json.gz","1230","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\paginators-1.json","2881","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\service-2.json.gz","46650","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\service-2.sdk-extras.json","561","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune\2014-10-31\waiters-2.json","2398","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune-graph\2023-11-29\endpoint-rule-set-1.json.gz","1408","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune-graph\2023-11-29\paginators-1.json","869","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune-graph\2023-11-29\service-2.json.gz","15131","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptune-graph\2023-11-29\waiters-2.json","6302","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptunedata\2023-08-01\endpoint-rule-set-1.json.gz","1297","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptunedata\2023-08-01\paginators-1.json","23","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\neptunedata\2023-08-01\service-2.json.gz","23810","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\network-firewall\2020-11-12\endpoint-rule-set-1.json.gz","1155","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\network-firewall\2020-11-12\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\network-firewall\2020-11-12\paginators-1.json","2506","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\network-firewall\2020-11-12\paginators-1.sdk-extras.json","594","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\network-firewall\2020-11-12\service-2.json.gz","57590","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkflowmonitor\2023-04-19\endpoint-rule-set-1.json.gz","840","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkflowmonitor\2023-04-19\paginators-1.json","944","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkflowmonitor\2023-04-19\paginators-1.sdk-extras.json","411","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkflowmonitor\2023-04-19\service-2.json.gz","10353","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkflowmonitor\2023-04-19\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmanager\2019-07-05\endpoint-rule-set-1.json.gz","1732","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmanager\2019-07-05\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmanager\2019-07-05\paginators-1.json","4412","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmanager\2019-07-05\service-2.json.gz","26467","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmonitor\2023-08-01\endpoint-rule-set-1.json.gz","1303","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmonitor\2023-08-01\paginators-1.json","187","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmonitor\2023-08-01\service-2.json.gz","5147","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\networkmonitor\2023-08-01\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notifications\2018-05-10\endpoint-rule-set-1.json.gz","836","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notifications\2018-05-10\paginators-1.json","2086","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notifications\2018-05-10\service-2.json.gz","16071","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notifications\2018-05-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notificationscontacts\2018-05-10\endpoint-rule-set-1.json.gz","907","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notificationscontacts\2018-05-10\paginators-1.json","197","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notificationscontacts\2018-05-10\service-2.json.gz","3777","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\notificationscontacts\2018-05-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\nova-act\2025-08-22\endpoint-rule-set-1.json.gz","1278","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\nova-act\2025-08-22\paginators-1.json","727","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\nova-act\2025-08-22\service-2.json.gz","7110","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\nova-act\2025-08-22\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\oam\2022-06-10\endpoint-rule-set-1.json.gz","1295","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\oam\2022-06-10\paginators-1.json","501","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\oam\2022-06-10\service-2.json.gz","7039","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\observabilityadmin\2018-05-10\endpoint-rule-set-1.json.gz","1307","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\observabilityadmin\2018-05-10\paginators-1.json","1364","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\observabilityadmin\2018-05-10\service-2.json.gz","18730","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\observabilityadmin\2018-05-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\odb\2024-08-20\endpoint-rule-set-1.json.gz","1295","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\odb\2024-08-20\paginators-1.json","3159","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\odb\2024-08-20\service-2.json.gz","35313","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\odb\2024-08-20\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\omics\2022-11-28\endpoint-rule-set-1.json.gz","1297","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\omics\2022-11-28\paginators-1.json","4291","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\omics\2022-11-28\service-2.json.gz","50435","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\omics\2022-11-28\waiters-2.json","15423","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearch\2021-01-01\endpoint-rule-set-1.json.gz","1311","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearch\2021-01-01\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearch\2021-01-01\paginators-1.json","203","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearch\2021-01-01\service-2.json.gz","58142","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearchserverless\2021-11-01\endpoint-rule-set-1.json.gz","1296","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearchserverless\2021-11-01\paginators-1.json","23","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearchserverless\2021-11-01\service-2.json.gz","14555","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\opensearchserverless\2021-11-01\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\organizations\2016-11-28\endpoint-rule-set-1.json.gz","1651","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\organizations\2016-11-28\examples-1.json","50009","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\organizations\2016-11-28\paginators-1.json","3185","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\organizations\2016-11-28\paginators-1.sdk-extras.json","382","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\organizations\2016-11-28\service-2.json.gz","40172","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\osis\2022-01-01\endpoint-rule-set-1.json.gz","1296","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\osis\2022-01-01\paginators-1.json","405","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\osis\2022-01-01\service-2.json.gz","7785","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\outposts\2019-12-03\endpoint-rule-set-1.json.gz","1233","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\outposts\2019-12-03\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\outposts\2019-12-03\paginators-1.json","2257","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\outposts\2019-12-03\paginators-1.sdk-extras.json","367","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\outposts\2019-12-03\service-2.json.gz","20469","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-account\2025-04-04\endpoint-rule-set-1.json.gz","843","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-account\2025-04-04\paginators-1.json","536","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-account\2025-04-04\service-2.json.gz","13415","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-account\2025-04-04\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-benefits\2018-05-10\endpoint-rule-set-1.json.gz","844","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-benefits\2018-05-10\paginators-1.json","577","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-benefits\2018-05-10\service-2.json.gz","9064","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-benefits\2018-05-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-channel\2024-03-18\endpoint-rule-set-1.json.gz","1121","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-channel\2024-03-18\paginators-1.json","533","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-channel\2024-03-18\service-2.json.gz","6739","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-channel\2024-03-18\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-selling\2022-07-26\endpoint-rule-set-1.json.gz","843","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-selling\2022-07-26\paginators-1.json","2291","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-selling\2022-07-26\service-2.json.gz","61066","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\partnercentral-selling\2022-07-26\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography\2021-09-14\endpoint-rule-set-1.json.gz","1318","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography\2021-09-14\paginators-1.json","504","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography\2021-09-14\service-2.json.gz","24499","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography\2021-09-14\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography-data\2022-02-03\endpoint-rule-set-1.json.gz","1318","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography-data\2022-02-03\paginators-1.json","23","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography-data\2022-02-03\service-2.json.gz","19690","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\payment-cryptography-data\2022-02-03\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-ad\2018-05-10\endpoint-rule-set-1.json.gz","1305","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-ad\2018-05-10\paginators-1.json","932","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-ad\2018-05-10\service-2.json.gz","13292","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-scep\2018-05-10\endpoint-rule-set-1.json.gz","1307","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-scep\2018-05-10\paginators-1.json","364","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-scep\2018-05-10\service-2.json.gz","5932","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pca-connector-scep\2018-05-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pcs\2023-02-10\endpoint-rule-set-1.json.gz","1295","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pcs\2023-02-10\paginators-1.json","525","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pcs\2023-02-10\service-2.json.gz","13241","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pcs\2023-02-10\waiters-2.json","39","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize\2018-05-22\endpoint-rule-set-1.json.gz","1153","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize\2018-05-22\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize\2018-05-22\paginators-1.json","2766","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize\2018-05-22\service-2.json.gz","31275","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-events\2018-03-22\endpoint-rule-set-1.json.gz","1158","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-events\2018-03-22\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-events\2018-03-22\paginators-1.json","23","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-events\2018-03-22\service-2.json.gz","3891","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-runtime\2018-05-22\endpoint-rule-set-1.json.gz","1159","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-runtime\2018-05-22\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-runtime\2018-05-22\paginators-1.json","23","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\personalize-runtime\2018-05-22\service-2.json.gz","3843","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pi\2018-02-27\endpoint-rule-set-1.json.gz","1144","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pi\2018-02-27\examples-1.json","44","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pi\2018-02-27\paginators-1.json","226","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pi\2018-02-27\service-2.json.gz","12200","2026-07-05 15:34:32"
"B:\vbench_current_official_consisid_v1\files\conda_envs\vbench_v1\lib\python3.11\site-packages\botocore\data\pinpoint\2016-12-01\endpoint-rule-set-1.json.gz","1313","2026-07-05 15:34:32"
